TIME CONSTANT OF THERMOCOUPLE/ THERMOMETER (Mode Low to High),,,
Time,Temperature,,Time (in seconds)
14:55:53,91,53753,0
14:55:53,91,53753,0
14:55:54,91,53754,1
14:55:54,91,53754,1
14:55:54,91,53754,1
14:55:54,91,53754,1
14:55:55,91,53755,2
14:55:55,91,53755,2
14:55:55,91,53755,2
14:55:56,91,53756,3
14:55:56,91,53756,3
14:55:56,91,53756,3
14:55:56,91,53756,3
14:55:57,91,53757,4
14:55:57,91,53757,4
14:55:57,91,53757,4
14:55:57,91,53757,4
14:55:58,91,53758,5
14:55:58,91,53758,5
14:55:58,91,53758,5
14:55:58,91,53758,5
14:55:59,91,53759,6
14:55:59,91,53759,6
14:55:59,91,53759,6
14:55:59,91,53759,6
14:56:00,91,53760,7
14:56:00,91,53760,7
14:56:00,91,53760,7
14:56:01,91,53761,8
14:56:01,91,53761,8
14:56:01,90,53761,8
14:56:01,90,53761,8
14:56:02,90,53762,9
14:56:02,90,53762,9
14:56:02,90,53762,9
14:56:02,90,53762,9
14:56:03,88,53763,10
14:56:03,88,53763,10
14:56:03,88,53763,10
14:56:03,88,53763,10
14:56:04,88,53764,11
14:56:04,88,53764,11
14:56:04,88,53764,11
14:56:04,88,53764,11
14:56:05,88,53765,12
14:56:05,88,53765,12
14:56:05,86,53765,12
14:56:05,86,53765,12
14:56:06,86,53766,13
14:56:06,86,53766,13
14:56:06,86,53766,13
14:56:06,86,53766,13
14:56:07,86,53767,14
14:56:07,86,53767,14
14:56:07,86,53767,14
14:56:08,86,53768,15
14:56:08,84,53768,15
14:56:08,84,53768,15
14:56:08,84,53768,15
14:56:09,84,53769,16
14:56:09,84,53769,16
14:56:09,82,53769,16
14:56:09,82,53769,16
14:56:10,82,53770,17
14:56:10,82,53770,17
14:56:10,82,53770,17
14:56:10,82,53770,17
14:56:11,80,53771,18
14:56:11,80,53771,18
14:56:11,80,53771,18
14:56:11,80,53771,18
14:56:12,80,53772,19
14:56:12,80,53772,19
14:56:12,80,53772,19
14:56:12,80,53772,19
14:56:13,80,53773,20
14:56:13,78,53773,20
14:56:13,78,53773,20
14:56:14,78,53774,21
14:56:14,78,53774,21
14:56:14,78,53774,21
14:56:14,78,53774,21
14:56:15,78,53775,22
14:56:15,76,53775,22
14:56:15,76,53775,22
14:56:15,76,53775,22
14:56:16,76,53776,23
14:56:16,76,53776,23
14:56:16,76,53776,23
14:56:16,76,53776,23
14:56:17,76,53777,24
14:56:17,74,53777,24
14:56:17,74,53777,24
14:56:17,74,53777,24
14:56:18,74,53778,25
14:56:18,74,53778,25
14:56:18,74,53778,25
14:56:18,74,53778,25
14:56:19,73,53779,26
14:56:19,73,53779,26
14:56:19,73,53779,26
14:56:19,73,53779,26
14:56:20,73,53780,27
14:56:20,71,53780,27
14:56:20,71,53780,27
14:56:21,71,53781,28
14:56:21,71,53781,28
14:56:21,71,53781,28
14:56:21,71,53781,28
14:56:22,71,53782,29
14:56:22,71,53782,29
14:56:22,71,53782,29
14:56:22,69,53782,29
14:56:23,69,53783,30
14:56:23,69,53783,30
14:56:23,69,53783,30
14:56:23,69,53783,30
14:56:24,69,53784,31
14:56:24,69,53784,31
14:56:24,69,53784,31
14:56:24,67,53784,31
14:56:25,67,53785,32
14:56:25,67,53785,32
14:56:25,67,53785,32
14:56:25,67,53785,32
14:56:26,67,53786,33
14:56:26,67,53786,33
14:56:26,67,53786,33
14:56:26,67,53786,33
14:56:27,67,53787,34
14:56:27,67,53787,34
14:56:27,65,53787,34
14:56:27,65,53787,34
14:56:28,65,53788,35
14:56:28,65,53788,35
14:56:28,65,53788,35
14:56:29,65,53789,36
14:56:29,65,53789,36
14:56:29,65,53789,36
14:56:29,65,53789,36
14:56:30,64,53790,37
14:56:30,64,53790,37
14:56:30,64,53790,37
14:56:30,64,53790,37
14:56:31,64,53791,38
14:56:31,64,53791,38
14:56:31,63,53791,38
14:56:31,63,53791,38
14:56:32,63,53792,39
14:56:32,63,53792,39
14:56:32,63,53792,39
14:56:32,62,53792,39
14:56:33,62,53793,40
14:56:33,62,53793,40
14:56:33,62,53793,40
14:56:33,62,53793,40
14:56:34,62,53794,41
14:56:34,62,53794,41
14:56:34,61,53794,41
14:56:34,61,53794,41
14:56:35,61,53795,42
14:56:35,61,53795,42
14:56:35,61,53795,42
14:56:36,61,53796,43
14:56:36,61,53796,43
14:56:36,59,53796,43
14:56:36,59,53796,43
14:56:37,59,53797,44
14:56:37,59,53797,44
14:56:37,59,53797,44
14:56:37,59,53797,44
14:56:38,59,53798,45
14:56:38,59,53798,45
14:56:38,59,53798,45
14:56:38,59,53798,45
14:56:39,59,53799,46
14:56:39,58,53799,46
14:56:39,58,53799,46
14:56:39,58,53799,46
14:56:40,58,53800,47
14:56:40,58,53800,47
14:56:40,58,53800,47
14:56:40,58,53800,47
14:56:41,57,53801,48
14:56:41,57,53801,48
14:56:41,57,53801,48
14:56:41,57,53801,48
14:56:42,57,53802,49
14:56:42,57,53802,49
14:56:42,56,53802,49
14:56:42,56,53802,49
14:56:43,56,53803,50
14:56:43,56,53803,50
14:56:43,56,53803,50
14:56:44,56,53804,51
14:56:44,56,53804,51
14:56:44,56,53804,51
14:56:44,55,53804,51
14:56:45,55,53805,52
14:56:45,55,53805,52
14:56:45,55,53805,52
14:56:45,55,53805,52
14:56:46,55,53806,53
14:56:46,55,53806,53
14:56:46,54,53806,53
14:56:46,54,53806,53
14:56:47,54,53807,54
14:56:47,54,53807,54
14:56:47,54,53807,54
14:56:47,54,53807,54
14:56:48,54,53808,55
14:56:48,54,53808,55
14:56:48,54,53808,55
14:56:48,53,53808,55
14:56:49,53,53809,56
14:56:49,53,53809,56
14:56:49,53,53809,56
14:56:50,53,53810,57
14:56:50,53,53810,57
14:56:50,53,53810,57
14:56:50,53,53810,57
14:56:51,52,53811,58
14:56:51,52,53811,58
14:56:51,52,53811,58
14:56:51,52,53811,58
14:56:52,52,53812,59
14:56:52,52,53812,59
14:56:52,52,53812,59
14:56:52,52,53812,59
14:56:53,52,53813,60
14:56:53,50,53813,60
14:56:53,50,53813,60
14:56:53,50,53813,60
14:56:54,50,53814,61
14:56:54,50,53814,61
14:56:54,50,53814,61
14:56:54,50,53814,61
14:56:55,50,53815,62
14:56:55,50,53815,62
14:56:55,50,53815,62
14:56:55,50,53815,62
14:56:56,50,53816,63
14:56:56,50,53816,63
14:56:56,50,53816,63
14:56:56,50,53816,63
14:56:57,50,53817,64
14:56:57,50,53817,64
14:56:57,50,53817,64
14:56:58,50,53818,65
14:56:58,50,53818,65
14:56:58,49,53818,65
14:56:58,49,53818,65
14:56:59,49,53819,66
14:56:59,49,53819,66
14:56:59,49,53819,66
14:56:59,49,53819,66
14:57:00,49,53820,67
14:57:00,49,53820,67
14:57:00,49,53820,67
14:57:00,48,53820,67
14:57:01,48,53821,68
14:57:01,48,53821,68
14:57:01,48,53821,68
14:57:01,48,53821,68
14:57:02,48,53822,69
14:57:02,48,53822,69
14:57:02,48,53822,69
14:57:02,48,53822,69
14:57:03,48,53823,70
14:57:03,47,53823,70
14:57:03,47,53823,70
14:57:04,47,53824,71
14:57:04,47,53824,71
14:57:04,47,53824,71
14:57:04,47,53824,71
14:57:05,47,53825,72
14:57:05,47,53825,72
14:57:05,47,53825,72
14:57:05,47,53825,72
14:57:06,47,53826,73
14:57:06,46,53826,73
14:57:06,46,53826,73
14:57:06,46,53826,73
14:57:07,46,53827,74
14:57:07,46,53827,74
14:57:07,46,53827,74
14:57:07,46,53827,74
14:57:08,46,53828,75
14:57:08,46,53828,75
14:57:08,46,53828,75
14:57:08,46,53828,75
14:57:09,46,53829,76
14:57:09,46,53829,76
14:57:09,46,53829,76
14:57:09,46,53829,76
14:57:10,46,53830,77
14:57:10,46,53830,77
14:57:10,44,53830,77
14:57:11,44,53831,78
14:57:11,44,53831,78
14:57:11,44,53831,78
14:57:11,44,53831,78
14:57:12,45,53832,79
14:57:12,45,53832,79
14:57:12,45,53832,79
14:57:12,45,53832,79
14:57:13,45,53833,80
14:57:13,45,53833,80
14:57:13,45,53833,80
14:57:13,45,53833,80
14:57:14,44,53834,81
14:57:14,44,53834,81
14:57:14,44,53834,81
14:57:14,44,53834,81
14:57:15,44,53835,82
14:57:15,44,53835,82
14:57:15,44,53835,82
14:57:15,44,53835,82
14:57:16,44,53836,83
14:57:16,44,53836,83
14:57:16,44,53836,83
14:57:16,44,53836,83
14:57:17,44,53837,84
14:57:17,44,53837,84
14:57:17,44,53837,84
14:57:18,44,53838,85
14:57:18,44,53838,85
14:57:18,43,53838,85
14:57:18,43,53838,85
14:57:19,43,53839,86
14:57:19,43,53839,86
14:57:19,43,53839,86
14:57:19,43,53839,86
14:57:20,43,53840,87
14:57:20,43,53840,87
14:57:20,43,53840,87
14:57:20,43,53840,87
14:57:21,43,53841,88
14:57:21,43,53841,88
14:57:21,43,53841,88
14:57:21,43,53841,88
14:57:22,43,53842,89
14:57:22,43,53842,89
14:57:22,43,53842,89
14:57:22,43,53842,89
14:57:23,43,53843,90
14:57:23,43,53843,90
14:57:23,43,53843,90
14:57:23,42,53843,90
14:57:24,42,53844,91
14:57:24,42,53844,91
14:57:24,42,53844,91
14:57:25,42,53845,92
14:57:25,42,53845,92
14:57:25,42,53845,92
14:57:25,42,53845,92
14:57:26,42,53846,93
14:57:26,42,53846,93
14:57:26,42,53846,93
14:57:26,42,53846,93
14:57:27,42,53847,94
14:57:27,42,53847,94
14:57:27,42,53847,94
14:57:27,42,53847,94
14:57:28,42,53848,95
14:57:28,42,53848,95
14:57:28,42,53848,95
14:57:28,42,53848,95
14:57:29,42,53849,96
14:57:29,42,53849,96
14:57:29,42,53849,96
14:57:29,41,53849,96
14:57:30,41,53850,97
14:57:30,41,53850,97
14:57:30,41,53850,97
14:57:31,41,53851,98
14:57:31,41,53851,98
14:57:31,41,53851,98
14:57:31,41,53851,98
14:57:32,41,53852,99
14:57:32,41,53852,99
14:57:32,41,53852,99
14:57:32,41,53852,99
14:57:33,41,53853,100
14:57:33,41,53853,100
14:57:33,41,53853,100
14:57:33,41,53853,100
14:57:34,41,53854,101
14:57:34,41,53854,101
14:57:34,41,53854,101
14:57:34,41,53854,101
14:57:35,41,53855,102
14:57:35,41,53855,102
14:57:35,41,53855,102
14:57:35,41,53855,102
14:57:36,40,53856,103
14:57:36,40,53856,103
14:57:36,40,53856,103
14:57:36,40,53856,103
14:57:37,40,53857,104
14:57:37,40,53857,104
14:57:37,40,53857,104
14:57:37,40,53857,104
14:57:38,40,53858,105
14:57:38,40,53858,105
14:57:38,40,53858,105
14:57:39,40,53859,106
14:57:39,40,53859,106
14:57:39,40,53859,106
14:57:39,40,53859,106
14:57:40,40,53860,107
14:57:40,40,53860,107
14:57:40,40,53860,107
14:57:40,40,53860,107
14:57:41,40,53861,108
14:57:41,40,53861,108
14:57:41,40,53861,108
14:57:41,40,53861,108
14:57:42,40,53862,109
14:57:42,40,53862,109
14:57:42,39,53862,109
14:57:42,39,53862,109
14:57:43,39,53863,110
14:57:43,39,53863,110
14:57:43,39,53863,110
14:57:43,39,53863,110
14:57:44,39,53864,111
14:57:44,39,53864,111
14:57:44,39,53864,111
14:57:44,39,53864,111
14:57:45,39,53865,112
14:57:45,39,53865,112
14:57:45,39,53865,112
14:57:45,39,53865,112
14:57:46,39,53866,113
14:57:46,39,53866,113
14:57:46,39,53866,113
14:57:46,39,53866,113
14:57:47,39,53867,114
14:57:47,39,53867,114
14:57:47,39,53867,114
14:57:48,39,53868,115
14:57:48,39,53868,115
14:57:48,39,53868,115
14:57:48,39,53868,115
14:57:49,39,53869,116
14:57:49,39,53869,116
14:57:49,39,53869,116
14:57:49,39,53869,116
14:57:50,39,53870,117
14:57:50,39,53870,117
14:57:50,39,53870,117
14:57:50,38,53870,117
14:57:51,38,53871,118
14:57:51,38,53871,118
14:57:51,38,53871,118
14:57:51,38,53871,118
14:57:52,39,53872,119
14:57:52,39,53872,119
14:57:52,39,53872,119
14:57:52,39,53872,119
14:57:53,39,53873,120
14:57:53,39,53873,120
14:57:53,39,53873,120
14:57:53,39,53873,120
14:57:54,39,53874,121
14:57:54,39,53874,121
14:57:54,39,53874,121
14:57:55,38,53875,122
14:57:55,38,53875,122
14:57:55,38,53875,122
14:57:55,38,53875,122
14:57:56,38,53876,123
14:57:56,38,53876,123
14:57:56,38,53876,123
14:57:56,38,53876,123
14:57:57,38,53877,124
14:57:57,38,53877,124
14:57:57,38,53877,124
14:57:57,38,53877,124
14:57:58,38,53878,125
14:57:58,38,53878,125
14:57:58,38,53878,125
14:57:58,38,53878,125
14:57:59,38,53879,126
14:57:59,38,53879,126
14:57:59,38,53879,126
14:57:59,38,53879,126
14:58:00,38,53880,127
14:58:00,38,53880,127
14:58:00,38,53880,127
14:58:00,38,53880,127
14:58:01,38,53881,128
14:58:01,38,53881,128
14:58:01,38,53881,128
14:58:02,38,53882,129
14:58:02,38,53882,129
14:58:02,38,53882,129
14:58:02,38,53882,129
14:58:03,38,53883,130
14:58:03,38,53883,130
14:58:03,38,53883,130
14:58:03,38,53883,130
14:58:04,38,53884,131
14:58:04,38,53884,131
14:58:04,38,53884,131
14:58:04,38,53884,131
14:58:05,38,53885,132
14:58:05,38,53885,132
14:58:05,38,53885,132
14:58:05,38,53885,132
14:58:06,38,53886,133
14:58:06,38,53886,133
14:58:06,38,53886,133
14:58:06,37,53886,133
14:58:07,37,53887,134
14:58:07,37,53887,134
14:58:07,37,53887,134
14:58:07,37,53887,134
14:58:08,37,53888,135
14:58:08,37,53888,135
14:58:08,37,53888,135
14:58:08,37,53888,135
14:58:09,37,53889,136
14:58:09,37,53889,136
14:58:09,37,53889,136
14:58:10,37,53890,137
14:58:10,37,53890,137
14:58:10,37,53890,137
14:58:10,37,53890,137
14:58:11,37,53891,138
14:58:11,37,53891,138
14:58:11,37,53891,138
14:58:11,37,53891,138
14:58:12,37,53892,139
14:58:12,37,53892,139
14:58:12,37,53892,139
14:58:12,37,53892,139
14:58:13,37,53893,140
14:58:13,37,53893,140
14:58:13,37,53893,140
14:58:13,37,53893,140
14:58:14,37,53894,141
14:58:14,37,53894,141
14:58:14,37,53894,141
14:58:14,37,53894,141
14:58:15,37,53895,142
14:58:15,37,53895,142
14:58:15,37,53895,142
14:58:15,37,53895,142
14:58:16,37,53896,143
14:58:16,37,53896,143
14:58:16,37,53896,143
14:58:16,37,53896,143
14:58:17,37,53897,144
14:58:17,37,53897,144
14:58:17,37,53897,144
14:58:18,37,53898,145
14:58:18,37,53898,145
14:58:18,37,53898,145
14:58:18,37,53898,145
14:58:19,37,53899,146
14:58:19,37,53899,146
14:58:19,37,53899,146
14:58:19,37,53899,146
14:58:20,37,53900,147
14:58:20,37,53900,147
14:58:20,37,53900,147
14:58:20,37,53900,147
14:58:21,37,53901,148
14:58:21,37,53901,148
14:58:21,37,53901,148
14:58:21,37,53901,148
14:58:22,37,53902,149
14:58:22,37,53902,149
14:58:22,37,53902,149
14:58:22,37,53902,149
14:58:23,37,53903,150
14:58:23,37,53903,150
14:58:23,37,53903,150
14:58:24,37,53904,151
14:58:24,37,53904,151
14:58:24,37,53904,151
14:58:24,37,53904,151
14:58:25,37,53905,152
14:58:25,37,53905,152
14:58:25,37,53905,152
14:58:25,37,53905,152
14:58:26,37,53906,153
14:58:26,37,53906,153
14:58:26,37,53906,153
14:58:26,37,53906,153
14:58:27,37,53907,154
14:58:27,36,53907,154
14:58:27,36,53907,154
14:58:27,36,53907,154
14:58:28,36,53908,155
14:58:28,36,53908,155
14:58:28,36,53908,155
14:58:28,36,53908,155
14:58:29,36,53909,156
14:58:29,36,53909,156
14:58:29,36,53909,156
14:58:30,36,53910,157
14:58:30,36,53910,157
14:58:30,36,53910,157
14:58:30,36,53910,157
14:58:31,36,53911,158
14:58:31,36,53911,158
14:58:31,36,53911,158
14:58:31,36,53911,158
14:58:32,36,53912,159
14:58:32,36,53912,159
14:58:32,36,53912,159
14:58:32,36,53912,159
14:58:33,36,53913,160
14:58:33,36,53913,160
14:58:33,36,53913,160
14:58:33,36,53913,160
14:58:34,36,53914,161
14:58:34,36,53914,161
14:58:34,36,53914,161
14:58:34,36,53914,161
14:58:35,36,53915,162
14:58:35,36,53915,162
14:58:35,36,53915,162
14:58:35,36,53915,162
14:58:36,36,53916,163
14:58:36,36,53916,163
14:58:36,36,53916,163
14:58:37,36,53917,164
14:58:37,36,53917,164
14:58:37,36,53917,164
14:58:37,36,53917,164
14:58:38,36,53918,165
14:58:38,36,53918,165
14:58:38,36,53918,165
14:58:38,36,53918,165
14:58:39,36,53919,166
14:58:39,36,53919,166
14:58:39,36,53919,166
14:58:39,36,53919,166
14:58:40,36,53920,167
14:58:40,36,53920,167
14:58:40,36,53920,167
14:58:40,36,53920,167
14:58:41,36,53921,168
14:58:41,36,53921,168
14:58:41,36,53921,168
14:58:41,36,53921,168
14:58:42,36,53922,169
14:58:42,36,53922,169
14:58:42,36,53922,169
14:58:42,36,53922,169
14:58:43,36,53923,170
14:58:43,36,53923,170
14:58:43,36,53923,170
14:58:44,36,53924,171
14:58:44,36,53924,171
14:58:44,36,53924,171
14:58:44,36,53924,171
14:58:45,36,53925,172
14:58:45,36,53925,172
14:58:45,36,53925,172
14:58:45,36,53925,172
14:58:46,36,53926,173
14:58:46,36,53926,173
14:58:46,36,53926,173
14:58:46,36,53926,173
14:58:47,36,53927,174
14:58:47,36,53927,174
14:58:47,36,53927,174
14:58:47,36,53927,174
14:58:48,36,53928,175
14:58:48,36,53928,175
14:58:48,36,53928,175
14:58:48,36,53928,175
14:58:49,36,53929,176
14:58:49,36,53929,176
14:58:49,36,53929,176
14:58:49,36,53929,176
14:58:50,36,53930,177
14:58:50,36,53930,177
14:58:50,36,53930,177
14:58:50,36,53930,177
14:58:51,36,53931,178
14:58:51,36,53931,178
14:58:51,36,53931,178
14:58:52,36,53932,179
14:58:52,36,53932,179
14:58:52,36,53932,179
14:58:52,36,53932,179
14:58:53,36,53933,180
14:58:53,36,53933,180
14:58:53,36,53933,180
14:58:53,36,53933,180
14:58:54,36,53934,181
14:58:54,36,53934,181
14:58:54,36,53934,181
14:58:54,36,53934,181
14:58:55,36,53935,182
14:58:55,36,53935,182
14:58:55,35,53935,182
14:58:55,35,53935,182
14:58:56,35,53936,183
14:58:56,35,53936,183
14:58:56,35,53936,183
14:58:56,35,53936,183
14:58:57,35,53937,184
14:58:57,35,53937,184
14:58:57,35,53937,184
14:58:58,35,53938,185
14:58:58,35,53938,185
14:58:58,35,53938,185
14:58:58,35,53938,185
14:58:59,35,53939,186
14:58:59,35,53939,186
14:58:59,35,53939,186
14:58:59,35,53939,186
14:59:00,35,53940,187
14:59:00,35,53940,187
14:59:00,35,53940,187
14:59:00,35,53940,187
14:59:01,35,53941,188
14:59:01,35,53941,188
14:59:01,35,53941,188
14:59:01,35,53941,188
14:59:02,35,53942,189
14:59:02,35,53942,189
14:59:02,35,53942,189
14:59:02,35,53942,189
14:59:03,35,53943,190
14:59:03,35,53943,190
14:59:03,35,53943,190
14:59:04,35,53944,191
14:59:04,35,53944,191
14:59:04,35,53944,191
14:59:04,35,53944,191
14:59:05,35,53945,192
14:59:05,35,53945,192
14:59:05,35,53945,192
14:59:05,35,53945,192
14:59:06,35,53946,193
14:59:06,35,53946,193
14:59:06,35,53946,193
14:59:06,35,53946,193
14:59:07,35,53947,194
14:59:07,35,53947,194
14:59:07,35,53947,194
14:59:07,35,53947,194
14:59:08,35,53948,195
14:59:08,35,53948,195
14:59:08,35,53948,195
14:59:08,35,53948,195
14:59:09,35,53949,196
14:59:09,35,53949,196
14:59:09,35,53949,196
14:59:09,35,53949,196
14:59:10,35,53950,197
14:59:10,35,53950,197
14:59:10,35,53950,197
14:59:11,35,53951,198
14:59:11,35,53951,198
14:59:11,35,53951,198
14:59:11,35,53951,198
14:59:12,35,53952,199
14:59:12,35,53952,199
14:59:12,35,53952,199
14:59:12,35,53952,199
14:59:13,35,53953,200
14:59:13,35,53953,200
14:59:13,35,53953,200
14:59:13,35,53953,200
14:59:14,35,53954,201
14:59:14,35,53954,201
14:59:14,35,53954,201
14:59:14,35,53954,201
14:59:15,35,53955,202
14:59:15,35,53955,202
14:59:15,35,53955,202
14:59:15,35,53955,202
14:59:16,35,53956,203
14:59:16,35,53956,203
14:59:16,35,53956,203
14:59:16,35,53956,203
14:59:17,35,53957,204
14:59:17,35,53957,204
14:59:17,35,53957,204
14:59:18,35,53958,205
14:59:18,35,53958,205
14:59:18,35,53958,205
14:59:18,35,53958,205
14:59:19,35,53959,206
14:59:19,35,53959,206
14:59:19,35,53959,206
14:59:19,35,53959,206
14:59:20,35,53960,207
14:59:20,35,53960,207
14:59:20,35,53960,207
14:59:20,35,53960,207
14:59:21,35,53961,208
14:59:21,35,53961,208
14:59:21,35,53961,208
14:59:21,35,53961,208
14:59:22,35,53962,209
14:59:22,35,53962,209
14:59:22,35,53962,209
14:59:22,35,53962,209
14:59:23,35,53963,210
14:59:23,35,53963,210
14:59:23,35,53963,210
14:59:24,35,53964,211
14:59:24,35,53964,211
14:59:24,35,53964,211
14:59:24,35,53964,211
14:59:25,35,53965,212
14:59:25,35,53965,212
14:59:25,35,53965,212
14:59:25,35,53965,212
14:59:26,35,53966,213
14:59:26,35,53966,213
14:59:26,35,53966,213
14:59:26,35,53966,213
14:59:27,35,53967,214
14:59:27,35,53967,214
14:59:27,35,53967,214
14:59:27,35,53967,214
14:59:28,35,53968,215
14:59:28,35,53968,215
14:59:28,35,53968,215
14:59:28,35,53968,215
14:59:29,35,53969,216
14:59:29,35,53969,216
14:59:29,35,53969,216
14:59:29,35,53969,216
14:59:30,35,53970,217
14:59:30,35,53970,217
14:59:30,35,53970,217
14:59:31,35,53971,218
14:59:31,35,53971,218
14:59:31,35,53971,218
14:59:31,35,53971,218
14:59:32,35,53972,219
14:59:32,35,53972,219
14:59:32,35,53972,219
14:59:32,35,53972,219
14:59:33,35,53973,220
14:59:33,35,53973,220
14:59:33,35,53973,220
14:59:33,35,53973,220
14:59:34,35,53974,221
14:59:34,35,53974,221
14:59:34,35,53974,221
14:59:34,35,53974,221
14:59:35,35,53975,222
14:59:35,35,53975,222
14:59:35,35,53975,222
14:59:35,35,53975,222
14:59:36,35,53976,223
14:59:36,35,53976,223
14:59:36,35,53976,223
14:59:36,35,53976,223
